word_en	pos_en	word_sr	word_sr_full	reflexive	pos_sr	lemma_sr	gt_PoS_valid	gt_lemma_valid	gt_valid
hot	ADJ	vruće	vruće	0	ADJ	vruć	True	False	False
howl	NOUN	urlati	urlati	0	NOUN		True	False	False
howl	VERB	urlati	urlati	0	VERB	urlati	True	True	True
huff	NOUN	huff	huff	0	NOUN		True	False	False
huff	VERB	huff	huff	0	VERB		True	False	False
hug	NOUN	zagrliti	zagrliti	0	NOUN		True	False	False
hug	VERB	zagrliti	zagrliti	0	VERB	zagrliti	True	True	True
hulk	NOUN	hulk	hulk	0	NOUN		True	False	False
hulk	VERB	hulk	hulk	0	VERB		True	False	False
humanitarian	ADJ	humanitarne	humanitarne	0	ADJ	humanitaran	True	False	False
humanitarian	NOUN	humanitarne	humanitarne	0	NOUN		True	False	False
humanity	NOUN	čovečanstvo	čovečanstvo	0	NOUN	čovečanstvo	True	True	True
humble	ADJ	skroman	skroman	0	ADJ	skroman	True	True	True
humble	VERB	skroman	skroman	0	VERB		True	False	False
humbled	ADJ	ponizio	ponizio	0	ADJ		True	False	False
humbug	NOUN	humbug	humbug	0	NOUN		True	False	False
humbug	VERB	humbug	humbug	0	VERB		True	False	False
humiliate	VERB	poniziti	poniziti	0	VERB	poniziti	True	True	True
humiliating	ADJ	ponižavajući	ponižavajući	0	ADJ	ponižavajući	True	True	True
humiliation	NOUN	poniženje	poniženje	0	NOUN	poniženje	True	True	True
humility	NOUN	poniznost, odmerenost	poniznost, odmerenost	0	MWE		True	False	False
humorous	ADJ	šaljiv	šaljiv	0	ADJ	šaljiv	True	True	True
hungry	ADJ	gladan	gladan	0	ADJ	gladan	True	True	True
hunt	VERB	loviti	loviti	0	VERB	loviti	True	True	True
hunter	NOUN	lovac	lovac	0	NOUN	lovac	True	True	True
hunting	NOUN	lov	lov	0	NOUN	lov	True	True	True
hurrah	NOUN	ura	ura	0	NOUN	ura	True	True	True
hurrah	VERB	ura	ura	0	VERB		True	False	False
hurricane	NOUN	uragan	uragan	0	NOUN	uragan	True	True	True
hurried	ADJ	požurio	požurio	0	ADJ		True	False	False
hurry	NOUN	požurite	požurite	0	NOUN		True	False	False
hurry	VERB	požurite	požurite	0	VERB	požuriti	True	False	False
hurt	ADJ	povrediti	povrediti	0	ADJ		True	False	False
hurt	NOUN	povrediti	povrediti	0	NOUN		True	False	False
hurt	VERB	povrediti	povrediti	0	VERB	povrediti	True	True	True
hurtful	ADJ	štetno	štetno	0	ADJ	štetan	True	False	False
hurting	NOUN	boli	boli	0	NOUN	bol	True	False	False
husbandry	NOUN	uzgoj	uzgoj	0	NOUN	uzgoj	True	True	True
hut	NOUN	koliba	koliba	0	NOUN	koliba	True	True	True
hydra	NOUN	hidra	hidra	0	NOUN	hidra	True	True	True
hydrocephalus	NOUN	hidrocefalus	hidrocefalus	0	NOUN		True	False	False
hymn	NOUN	himna	himna	0	NOUN	himna	True	True	True
hymn	VERB	himna	himna	0	VERB		True	False	False
hype	NOUN	hipe	hipe	0	NOUN	hip	True	False	False
hype	VERB	hipe	hipe	0	VERB		True	False	False
hypertrophy	NOUN	hipertrofija	hipertrofija	0	NOUN	hipertrofija	True	True	True
hypertrophy	VERB	hipertrofija	hipertrofija	0	VERB		True	False	False
hypocrite	NOUN	licemer	licemer	0	NOUN	licemer	True	True	True
hypocritical	ADJ	licemerni	licemerni	0	ADJ	licemeran	True	False	False
hypothesis	NOUN	hipoteza	hipoteza	0	NOUN	hipoteza	True	True	True
hysteria	NOUN	histerija	histerija	0	NOUN	histerija	True	True	True
hysterical	ADJ	histeričan	histeričan	0	ADJ	histeričan	True	True	True
idiocy	NOUN	idiotizam	idiotizam	0	NOUN	idiotizam	True	True	True
idiot	NOUN	idiot	idiot	0	NOUN	idiot	True	True	True
idiotic	ADJ	idiotski	idiotski	0	ADJ	idiotski	True	True	True
idolatry	NOUN	idolopoklonstvo	idolopoklonstvo	0	NOUN		True	False	False
ignorant	ADJ	neznalica	neznalica	0	ADJ		True	False	False
ill	ADJ	bolestan	bolestan	0	ADJ	bolestan	True	True	True
ill	ADV	bolestan	bolestan	0	ADV		True	False	False
ill	NOUN	bolestan	bolestan	0	NOUN		True	False	False
illegal	ADJ	nezakonito	nezakonito	0	ADJ	nezakonit	True	False	False
illegality	NOUN	nezakonitosti	nezakonitosti	0	NOUN	nezakonitost	True	False	False
illegitimate	ADJ	nelegitimni	nelegitimni	0	ADJ	nelegitiman	True	False	False
illegitimate	NOUN	nelegitimni	nelegitimni	0	NOUN		True	False	False
illicit	ADJ	nedozvoljenim	nedozvoljenim	0	ADJ	nedozvoljen	True	False	False
illiterate	ADJ	nepismen	nepismen	0	ADJ	nepismen	True	True	True
illiterate	NOUN	nepismen	nepismen	0	NOUN		True	False	False
illness	NOUN	bolest	bolest	0	NOUN	bolest	True	True	True
illuminate	VERB	osvetliti	osvetliti	0	VERB	osvetliti	True	True	True
illumination	NOUN	osvetljenje	osvetljenje	0	NOUN	osvetljenje	True	True	True
illusion	NOUN	iluzija	iluzija	0	NOUN	iluzija	True	True	True
immaculate	ADJ	besprekoran	besprekoran	0	ADJ	besprekoran	True	True	True
immature	ADJ	nezreo	nezreo	0	ADJ	nezreo	True	True	True
immaturity	NOUN	nezrelosti	nezrelosti	0	NOUN	nezrelost	True	False	False
immediacy	NOUN	neposrednost	neposrednost	0	NOUN	neposrednost	True	True	True
immediately	ADV	odmah	odmah	0	ADV	odmah	True	True	True
immerse	VERB	uroniti	uroniti	0	VERB	uroniti	True	True	True
immigrant	NOUN	imigrant	imigrant	0	NOUN	imigrant	True	True	True
imminent	ADJ	neizbežna	neizbežna	0	ADJ	neizbežan	True	False	False
immoral	ADJ	nemoralno	nemoralno	0	ADJ	nemoralan	True	False	False
immorality	NOUN	nemoral	nemoral	0	NOUN	nemoral	True	True	True
immortality	NOUN	besmrtnost	besmrtnost	0	NOUN	besmrtnost	True	True	True
immovable	ADJ	nepokretna	nepokretna	0	ADJ	nepokretan	True	False	False
immovable	NOUN	nepokretna	nepokretna	0	NOUN		True	False	False
immunization	NOUN	imunizacija	imunizacija	0	NOUN	imunizacija	True	True	True
impart	VERB	davati	davati	0	VERB	davati	True	True	True
impartial	ADJ	nepristrasan	nepristrasan	0	ADJ		True	False	False
impartiality	NOUN	nepristrasnost	nepristrasnost	0	NOUN	nepristrasnost	True	True	True
impatient	ADJ	nestrpljiv	nestrpljiv	0	ADJ	nestrpljiv	True	True	True
impeach	VERB	opoziv	opoziv	0	VERB		True	False	False
impeccable	ADJ	besprekoran	besprekoran	0	ADJ	besprekoran	True	True	True
impend	VERB			0	VERB		True	False	False
impending	ADJ	viseći	viseći	0	ADJ	viseći	True	True	True
impenetrable	ADJ	neprobojan	neprobojan	0	ADJ	neprobojan	True	True	True
impermeable	ADJ	nepropusna	nepropusna	0	ADJ	nepropustan	True	False	False
implicate	VERB	implicirati	implicirati	0	VERB	implicirati	True	True	True
impolite	ADJ	nepristojan	nepristojan	0	ADJ	nepristojan	True	True	True
importance	NOUN	značaj	značaj	0	NOUN	značaj	True	True	True
important	ADJ	važno	važno	0	ADJ	važan	True	False	False
impossible	ADJ	nemoguće	nemoguće	0	ADJ	nemoguć	True	False	False
impossible	NOUN	nemoguće	nemoguće	0	NOUN		True	False	False
impotence	NOUN	impotencija	impotencija	0	NOUN	impotencija	True	True	True
impressionable	ADJ	upečatljiv	upečatljiv	0	ADJ	upečatljiv	True	True	True
imprison	VERB	zatvoriti	zatvoriti	0	VERB	zatvoriti	True	True	True
imprisoned	ADJ	zatvoren	zatvoren	0	ADJ	zatvoren	True	True	True
imprisonment	NOUN	lišavanje slobode	lišavanje slobode	0	MWE		True	False	False
improve	VERB	poboljšati	poboljšati	0	VERB	poboljšati	True	True	True
improvement	NOUN	poboljšanje	poboljšanje	0	NOUN	poboljšanje	True	True	True
improvisation	NOUN	improvizacija	improvizacija	0	NOUN	improvizacija	True	True	True
improvise	VERB	improvizovati	improvizovati	0	VERB	improvizovati	True	True	True
imprudent	ADJ	nerazborit	nerazborit	0	ADJ	nerazborit	True	True	True
impure	ADJ	nečisti	nečisti	0	ADJ	nečist	True	False	False
impurity	NOUN	nečistoće	nečistoće	0	NOUN	nečistoća	True	False	False
inability	NOUN	nesposobnost	nesposobnost	0	NOUN	nesposobnost	True	True	True
inadequate	ADJ	neadekvatan	neadekvatan	0	ADJ	neadekvatan	True	True	True
inadmissible	ADJ	nedopustivo	nedopustivo	0	ADJ	nedopustiv	True	False	False
inappropriate	ADJ	neprikladan	neprikladan	0	ADJ	neprikladan	True	True	True
inattention	NOUN	nepažnja	nepažnja	0	NOUN	nepažnja	True	True	True
inaugural	ADJ	inauguralni	inauguralni	0	ADJ	inauguralan	True	False	False
inaugural	NOUN	inauguralni	inauguralni	0	NOUN		True	False	False
inauguration	NOUN	inauguracija	inauguracija	0	NOUN	inauguracija	True	True	True
incarceration	NOUN	zatvaranje	zatvaranje	0	NOUN	zatvaranje	True	True	True
incase	VERB	u slučaju	u slučaju	0	MWE		True	False	False
incendiary	ADJ	zapaljiva	zapaljiva	0	ADJ	zapaljiv	True	False	False
incendiary	NOUN	zapaljiva	zapaljiva	0	NOUN		True	False	False
incense	NOUN	tamjan	tamjan	0	NOUN	tamjan	True	True	True
incense	VERB	tamjan	tamjan	0	VERB		True	False	False
incest	NOUN	incest	incest	0	NOUN	incest	True	True	True
incestuous	ADJ	incestuozan	incestuozan	0	ADJ		True	False	False
incident	ADJ	incident	incident	0	ADJ		True	False	False
incident	NOUN	incident	incident	0	NOUN	incident	True	True	True
incite	VERB	podsticati	podsticati	0	VERB	podsticati	True	True	True
incline	NOUN	nagnuti	nagnuti	0	NOUN		True	False	False
incline	VERB	nagnuti	nagnuti	0	VERB	nagnuti	True	True	True
inclusion	NOUN	inkluzija	inkluzija	0	NOUN	inkluzija	True	True	True
income	NOUN	prihoda	prihoda	0	NOUN	prihod	True	False	False
incompatible	ADJ	nespojivo	nespojivo	0	ADJ	nespojiv	True	False	False
incompetent	ADJ	nesposoban	nesposoban	0	ADJ	nesposoban	True	True	True
incompetent	NOUN	nesposoban	nesposoban	0	NOUN		True	False	False
incongruous	ADJ	neskladan	neskladan	0	ADJ	neskladan	True	True	True
inconsequential	ADJ	beznačajan	beznačajan	0	ADJ	beznačajan	True	True	True
inconsiderate	ADJ	bezobziran	bezobziran	0	ADJ	bezobziran	True	True	True
incontinence	NOUN	inkontinencija	inkontinencija	0	NOUN	inkontinencija	True	True	True
inconvenient	ADJ	nezgodno	nezgodno	0	ADJ	nezgodan	True	False	False
incredulous	ADJ	nepoverljiv	nepoverljiv	0	ADJ	nepoverljiv	True	True	True
incrimination	NOUN	inkriminacija	inkriminacija	0	NOUN	inkriminacija	True	True	True
incubus	NOUN	incubus	incubus	0	NOUN		True	False	False
incurable	ADJ	neizlečivo	neizlečivo	0	ADJ	neizlečiv	True	False	False
incurable	NOUN	neizlečivo	neizlečivo	0	NOUN		True	False	False
incursion	NOUN	upad	upad	0	NOUN	upad	True	True	True
indecency	NOUN	nepristojnost	nepristojnost	0	NOUN	nepristojnost	True	True	True
indecent	ADJ	nepristojan	nepristojan	0	ADJ	nepristojan	True	True	True
indefensible	ADJ	neodbranjiv	neodbranjiv	0	ADJ	neodbranjiv	True	True	True
indelible	ADJ	neizbrisiv	neizbrisiv	0	ADJ	neizbrisiv	True	True	True
indemnity	NOUN	obeštećenje	obeštećenje	0	NOUN	obeštećenje	True	True	True
indent	NOUN	indent	indent	0	NOUN		True	False	False
indent	VERB	indent	indent	0	VERB		True	False	False
indenture	NOUN	indenture	indenture	0	NOUN		True	False	False
indenture	VERB	indenture	indenture	0	VERB		True	False	False
independence	NOUN	nezavisnost	nezavisnost	0	NOUN	nezavisnost	True	True	True
indestructible	ADJ	neuništiva	neuništiva	0	ADJ	neuništiv	True	False	False
indict	VERB	optužnica	optužnica	0	VERB		True	False	False
indictment	NOUN	optužnica	optužnica	0	NOUN	optužnica	True	True	True
indifference	NOUN	ravnodušnost	ravnodušnost	0	NOUN	ravnodušnost	True	True	True
indigent	ADJ	siromašan	siromašan	0	ADJ	siromašan	True	True	True
indignant	ADJ	ogorčen	ogorčen	0	ADJ	ogorčen	True	True	True
indignation	NOUN	negodovanje	negodovanje	0	NOUN	negodovanje	True	True	True
indivisible	ADJ	nedeljiv	nedeljiv	0	ADJ	nedeljiv	True	True	True
indoctrination	NOUN	indoktrinacija	indoktrinacija	0	NOUN	indoktrinacija	True	True	True
indomitable	ADJ	neukrotiv	neukrotiv	0	ADJ	neukrotiv	True	True	True
ineffectual	ADJ	neefikasan	neefikasan	0	ADJ	neefikasan	True	True	True
inefficiency	NOUN	neefikasnost	neefikasnost	0	NOUN	neefikasnost	True	True	True
inefficient	ADJ	neefikasna	neefikasna	0	ADJ	neefikasan	True	False	False
inept	ADJ	nesposoban	nesposoban	0	ADJ	nesposoban	True	True	True
ineptitude	NOUN	nesposobnost	nesposobnost	0	NOUN	nesposobnost	True	True	True
inequality	NOUN	nejednakost	nejednakost	0	NOUN	nejednakost	True	True	True
inexcusable	ADJ	neoprostivo	neoprostivo	0	ADJ	neoprostiv	True	False	False
inexplicable	ADJ	neobjašnjivo	neobjašnjivo	0	ADJ	neobjašnjiv	True	False	False
infallibility	NOUN	nepogrešivost	nepogrešivost	0	NOUN	nepogrešivost	True	True	True
infamous	ADJ	zloglasno	zloglasno	0	ADJ	zloglasan	True	False	False
infamy	NOUN	sramota	sramota	0	NOUN	sramota	True	True	True
infant	NOUN	dojenče	dojenče	0	NOUN	dojenče	True	True	True
infanticide	NOUN	čedomorstvo	čedomorstvo	0	NOUN	čedomorstvo	True	True	True
infantile	ADJ	infantilne	infantilne	0	ADJ	infantilan	True	False	False
infarct	NOUN	infarkt	infarkt	0	NOUN	infarkt	True	True	True
infect	VERB	zaraziti	zaraziti	0	VERB	zaraziti	True	True	True
infection	NOUN	infekcija	infekcija	0	NOUN	infekcija	True	True	True
infectious	ADJ	zarazna	zarazna	0	ADJ	zarazan	True	False	False
inferior	ADJ	inferioran	inferioran	0	ADJ	inferioran	True	True	True
inferior	NOUN	inferioran	inferioran	0	NOUN		True	False	False
inferno	NOUN	inferno	inferno	0	NOUN		True	False	False
infertility	NOUN	neplodnost	neplodnost	0	NOUN	neplodnost	True	True	True
infestation	NOUN	infestacija	infestacija	0	NOUN		True	False	False
infidel	NOUN	nevernik	nevernik	0	NOUN	nevernik	True	True	True
infidelity	NOUN	neverstvo	neverstvo	0	NOUN	neverstvo	True	True	True
infinity	NOUN	beskonačnost	beskonačnost	0	NOUN	beskonačnost	True	True	True
infirmity	NOUN	nemoć	nemoć	0	NOUN	nemoć	True	True	True
inflation	NOUN	inflacija	inflacija	0	NOUN	inflacija	True	True	True
inflict	VERB	naneti	naneti	0	VERB	naneti	True	True	True
infliction	NOUN	nanošenje	nanošenje	0	NOUN	nanošenje	True	True	True
influential	ADJ	uticajna	uticajna	0	ADJ	uticajan	True	False	False
inform	VERB	informisati	informisati	0	VERB	informisati	True	True	True
infraction	NOUN	prekršaj	prekršaj	0	NOUN	prekršaj	True	True	True
infrequent	ADJ	retko	retko	0	ADJ	redak	True	False	False
inheritance	NOUN	nasleđe	nasleđe	0	NOUN	nasleđe	True	True	True
inhibit	VERB	inhibirati	inhibirati	0	VERB	inhibirati	True	True	True
inhospitable	ADJ	negostoljubiv	negostoljubiv	0	ADJ	negostoljubiv	True	True	True
inhuman	ADJ	neljudski	neljudski	0	ADJ	neljudski	True	True	True
inhumanity	NOUN	neljudskost	neljudskost	0	NOUN	neljudskost	True	True	True
inimical	ADJ	neprijateljski	neprijateljski	0	ADJ	neprijateljski	True	True	True
inimitable	ADJ	neponovljiv	neponovljiv	0	ADJ	neponovljiv	True	True	True
iniquity	NOUN	bezakonje	bezakonje	0	NOUN	bezakonje	True	True	True
injection	NOUN	injekcija	injekcija	0	NOUN	injekcija	True	True	True
injure	VERB	povrediti	povrediti	0	VERB	povrediti	True	True	True
injured	ADJ	povređen	povređen	0	ADJ	povređen	True	True	True
injurious	ADJ	štetno	štetno	0	ADJ	štetan	True	False	False
injury	NOUN	povreda	povreda	0	NOUN	povreda	True	True	True
injustice	NOUN	nepravda	nepravda	0	NOUN	nepravda	True	True	True
inmate	NOUN	zatvorenik	zatvorenik	0	NOUN	zatvorenik	True	True	True
innocent	ADJ	nevin	nevin	0	ADJ	nevin	True	True	True
innocent	NOUN	nevin	nevin	0	NOUN		True	False	False
inoculation	NOUN	inokulacija	inokulacija	0	NOUN		True	False	False
inoperative	ADJ	neoperativan	neoperativan	0	ADJ		True	False	False
inquiry	NOUN	upit	upit	0	NOUN	upit	True	True	True
insane	ADJ	insane	insane	0	ADJ		True	False	False
insanity	NOUN	bezumlje	bezumlje	0	NOUN	bezumlje	True	True	True
insecure	ADJ	nesigurno	nesigurno	0	ADJ	nesiguran	True	False	False
insecurity	NOUN	nesigurnost	nesigurnost	0	NOUN	nesigurnost	True	True	True
inseparable	ADJ	nerazdvojni	nerazdvojni	0	ADJ	nerazdvojan	True	False	False
insidious	ADJ	podmukao	podmukao	0	ADJ	podmukao	True	True	True
insignificant	ADJ	beznačajan	beznačajan	0	ADJ	beznačajan	True	True	True
insolvency	NOUN	nelikvidnost	nelikvidnost	0	NOUN	nelikvidnost	True	True	True
insolvent	ADJ	nesolventan	nesolventan	0	ADJ		True	False	False
insolvent	NOUN	nesolventan	nesolventan	0	NOUN		True	False	False
inspiration	NOUN	inspiracija	inspiracija	0	NOUN	inspiracija	True	True	True
inspire	VERB	inspirisati	inspirisati	0	VERB	inspirisati	True	True	True
inspired	ADJ	inspirisan	inspirisan	0	ADJ	inspirisan	True	True	True
instability	NOUN	nestabilnost	nestabilnost	0	NOUN	nestabilnost	True	True	True
install	VERB	instaliraj	instaliraj	0	VERB	instalirati	True	False	False
instinctive	ADJ	instinktivno	instinktivno	0	ADJ	instinktivan	True	False	False
institute	NOUN	institut	institut	0	NOUN	institut	True	True	True
institute	VERB	institut	institut	0	VERB		True	False	False
instruct	VERB	uputiti	uputiti	0	VERB	uputiti	True	True	True
instruction	NOUN	uputstvo	uputstvo	0	NOUN	uputstvo	True	True	True
instructions	NOUN	uputstva	uputstva	0	NOUN	uputstvo	True	False	False
instructor	NOUN	instruktor	instruktor	0	NOUN	instruktor	True	True	True
insufficiency	NOUN	insuficijencija	insuficijencija	0	NOUN	insuficijencija	True	True	True
insulation	NOUN	izolacija	izolacija	0	NOUN	izolacija	True	True	True
insult	NOUN	uvrede	uvrede	0	NOUN	uvreda	True	False	False
insult	VERB	uvrede	uvrede	0	VERB	uvrediti	True	False	False
insulting	ADJ	uvreda	uvreda	0	ADJ		True	False	False
insure	VERB	osigurati	osigurati	0	VERB	osigurati	True	True	True
insurmountable	ADJ	nepremostivi	nepremostivi	0	ADJ	nepremostiv	True	False	False
insurrection	NOUN	ustanak	ustanak	0	NOUN	ustanak	True	True	True
intact	ADJ	netaknut	netaknut	0	ADJ	netaknut	True	True	True
integrity	NOUN	integritet	integritet	0	NOUN	integritet	True	True	True
intelligence	NOUN	inteligencija	inteligencija	0	NOUN	inteligencija	True	True	True
intelligent	ADJ	inteligentan	inteligentan	0	ADJ	inteligentan	True	True	True
intend	VERB	nameravam	nameravam	0	VERB	nameravati	True	False	False
intended	ADJ	namenjen	namenjen	0	ADJ	namenjen	True	True	True
intense	ADJ	intenzivan	intenzivan	0	ADJ	intenzivan	True	True	True
inter	VERB	između	između	0	VERB		True	False	False
intercede	VERB	posredovati	posredovati	0	VERB	posredovati	True	True	True
intercession	NOUN	zastupništvo	zastupništvo	0	NOUN	zastupništvo	True	True	True
interest	VERB	kamata	kamata	0	VERB		True	False	False
interested	ADJ	zainteresovani	zainteresovani	0	ADJ	zainteresovan	True	False	False
interim	ADJ	privremeni	privremeni	0	ADJ	privremen	True	False	False
interim	NOUN	privremeni	privremeni	0	NOUN		True	False	False
interior	ADJ	enterijer	enterijer	0	ADJ		True	False	False
interior	NOUN	enterijer	enterijer	0	NOUN	enterijer	True	True	True
interment	NOUN	sahranjivanje	sahranjivanje	0	NOUN	sahranjivanje	True	True	True
interminable	ADJ	beskrajno	beskrajno	0	ADJ	beskrajan	True	False	False
intermission	NOUN	prekid	prekid	0	NOUN	prekid	True	True	True
interrogate	VERB	ispitivati	ispitivati	0	VERB	ispitivati	True	True	True
interrogation	NOUN	ispitivanje	ispitivanje	0	NOUN	ispitivanje	True	True	True
interrupt	NOUN	prekidati	prekidati	0	NOUN		True	False	False
interrupt	VERB	prekidati	prekidati	0	VERB	prekidati	True	True	True
interrupted	ADJ	prekinut	prekinut	0	ADJ	prekinut	True	True	True
intervention	NOUN	intervencija	intervencija	0	NOUN	intervencija	True	True	True
interviewer	NOUN	intervjuer	intervjuer	0	NOUN		True	False	False
intestinal	ADJ	crevne	crevne	0	ADJ	crevni	True	False	False
intimate	ADJ	intimna	intimna	0	ADJ	intiman	True	False	False
intimate	NOUN	intimna	intimna	0	NOUN		True	False	False
intimate	VERB	intimna	intimna	0	VERB		True	False	False
intimately	ADV	intimno	intimno	0	ADV	intimno	True	True	True
intimidate	VERB	zastrašiti	zastrašiti	0	VERB	zastrašiti	True	True	True
intimidation	NOUN	zastrašivanje	zastrašivanje	0	NOUN	zastrašivanje	True	True	True
intolerable	ADJ	nepodnošljivo	nepodnošljivo	0	ADJ	nepodnošljiv	True	False	False
intolerance	NOUN	netolerancija	netolerancija	0	NOUN	netolerancija	True	True	True
intolerant	ADJ	netolerantni	netolerantni	0	ADJ	netolerantan	True	False	False
intoxicate	VERB			0	VERB		True	False	False
intoxicated	ADJ	opijen	opijen	0	ADJ	opijen	True	True	True
intractable	ADJ	neumoljiv	neumoljiv	0	ADJ	neumoljiv	True	True	True
intrigue	NOUN	intriga	intriga	0	NOUN	intriga	True	True	True
intrigue	VERB	intriga	intriga	0	VERB		True	False	False
intruder	NOUN	uljez	uljez	0	NOUN	uljez	True	True	True
intrusion	NOUN	upad	upad	0	NOUN	upad	True	True	True
intrusive	ADJ	nametljiv	nametljiv	0	ADJ	nametljiv	True	True	True
intuition	NOUN	intuicija	intuicija	0	NOUN	intuicija	True	True	True
intuitively	ADV	intuitivno	intuitivno	0	ADV	intuitivno	True	True	True
invade	VERB	upadati	upadati	0	VERB	upadati	True	True	True
invader	NOUN	osvajač	osvajač	0	NOUN	osvajač	True	True	True
invalid	ADJ	nevažećim	nevažećim	0	ADJ	nevažeći	True	False	False
invalid	NOUN	nevažećim	nevažećim	0	NOUN		True	False	False
invalid	VERB	nevažećim	nevažećim	0	VERB		True	False	False
invasion	NOUN	invazija	invazija	0	NOUN	invazija	True	True	True
investigation	NOUN	istrage	istrage	0	NOUN	istraga	True	False	False
invitation	NOUN	pozivnica	pozivnica	0	NOUN	pozivnica	True	True	True
invite	NOUN	pozvati	pozvati	0	NOUN		True	False	False
invite	VERB	pozvati	pozvati	0	VERB	pozvati	True	True	True
inviting	ADJ	pozivajući	pozivajući	0	ADJ	pozivajući	True	True	True
invocation	NOUN	prizivanje	prizivanje	0	NOUN	prizivanje	True	True	True
invoke	VERB	prizivati	prizivati	0	VERB	prizivati	True	True	True
involution	NOUN	involucija	involucija	0	NOUN		True	False	False
involvement	NOUN	učešće	učešće	0	NOUN	učešće	True	True	True
irate	ADJ	bijesan	bijesan	0	ADJ		True	False	False
ire	NOUN	ire	ire	0	NOUN		True	False	False
iris	NOUN	dužica	dužica	0	NOUN	dužica	True	True	True
iron	ADJ	gvožđe	gvožđe	0	ADJ		True	False	False
iron	NOUN	gvožđe	gvožđe	0	NOUN	gvožđe	True	True	True
iron	VERB	gvožđe	gvožđe	0	VERB		True	False	False
irrational	ADJ	iracionalan	iracionalan	0	ADJ	iracionalan	True	True	True
irrational	NOUN	iracionalan	iracionalan	0	NOUN		True	False	False
irreconcilable	ADJ	nepomirljiv	nepomirljiv	0	ADJ	nepomirljiv	True	True	True
irrefutable	ADJ	nepobitno	nepobitno	0	ADJ	nepobitan	True	False	False
irreparable	ADJ	nepopravljivo	nepopravljivo	0	ADJ	nepopravljiv	True	False	False
irritability	NOUN	razdražljivost	razdražljivost	0	NOUN	razdražljivost	True	True	True
irritable	ADJ	razdražljiv	razdražljiv	0	ADJ	razdražljiv	True	True	True
irritate	VERB			0	VERB		True	False	False
irritating	ADJ	iritantno	iritantno	0	ADJ	iritantan	True	False	False
irritation	NOUN	iritacija	iritacija	0	NOUN	iritacija	True	True	True
isolate	VERB	izolovati	izolovati	0	VERB	izolovati	True	True	True
isolated	ADJ	izolovan	izolovan	0	ADJ	izolovan	True	True	True
isolation	NOUN	izolacija	izolacija	0	NOUN	izolacija	True	True	True
jab	NOUN	jab	jab	0	NOUN		True	False	False
jab	VERB	jab	jab	0	VERB		True	False	False
jackpot	NOUN	džekpot	džekpot	0	NOUN		True	False	False
jail	NOUN	zatvor	zatvor	0	NOUN	zatvor	True	True	True
jail	VERB	zatvor	zatvor	0	VERB		True	False	False
janitor	NOUN	domar	domar	0	NOUN	domar	True	True	True
jar	VERB	jar	jar	0	VERB		True	False	False
jarring	ADJ	jarring	jarring	0	ADJ		True	False	False
jaundice	NOUN	žutica	žutica	0	NOUN	žutica	True	True	True
jaundice	VERB	žutica	žutica	0	VERB		True	False	False
jaws	NOUN	čeljust	čeljust	0	NOUN	čeljust	True	True	True
jaws	VERB	čeljust	čeljust	0	VERB		True	False	False
jealous	ADJ	ljubomoran	ljubomoran	0	ADJ	ljubomoran	True	True	True
jealousy	NOUN	ljubomora	ljubomora	0	NOUN	ljubomora	True	True	True
jeopardize	VERB	ugroziti	ugroziti	0	VERB	ugroziti	True	True	True
jeopardy	NOUN	opasnost	opasnost	0	NOUN	opasnost	True	True	True
jerk	NOUN	kreten	kreten	0	NOUN	kreten	True	True	True
jerk	VERB	kreten	kreten	0	VERB		True	False	False
jest	NOUN	šala	šala	0	NOUN	šala	True	True	True
jest	VERB	šala	šala	0	VERB		True	False	False
john	NOUN	john	john	0	NOUN		True	False	False
joker	NOUN	joker	joker	0	NOUN		True	False	False
jolt	NOUN	trzaj	trzaj	0	NOUN	trzaj	True	True	True
jolt	VERB	trzaj	trzaj	0	VERB	trzati	True	False	False
journalism	NOUN	novinarstvo	novinarstvo	0	NOUN	novinarstvo	True	True	True
journey	NOUN	putovanje	putovanje	0	NOUN	putovanje	True	True	True
journey	VERB	putovanje	putovanje	0	VERB		True	False	False
journeyman	NOUN	kalfa	kalfa	0	NOUN	kalfa	True	True	True
jovial	ADJ	veselo	veselo	0	ADJ	veseo	True	False	False
joy	NOUN	radost	radost	0	NOUN	radost	True	True	True
joy	VERB	radost	radost	0	VERB		True	False	False
joyful	ADJ	radostan	radostan	0	ADJ	radostan	True	True	True
joyous	ADJ	radosni	radosni	0	ADJ	radostan	True	False	False
jubilant	ADJ	likujući	likujući	0	ADJ	likujući	True	True	True
jubilee	NOUN	jubilej	jubilej	0	NOUN	jubilej	True	True	True
judgment	NOUN	presuda	presuda	0	NOUN	presuda	True	True	True
judicial	ADJ	sudski	sudski	0	ADJ	sudski	True	True	True
judiciary	NOUN	sudstvo	sudstvo	0	NOUN	sudstvo	True	True	True
judicious	ADJ	razborit	razborit	0	ADJ	razborit	True	True	True
jump	NOUN	skok	skok	0	NOUN	skok	True	True	True
jump	VERB	skok	skok	0	VERB		True	False	False
jungle	NOUN	džungla	džungla	0	NOUN	džungla	True	True	True
jurisprudence	NOUN	pravo	pravo	0	NOUN	prava	True	False	False
jurist	NOUN	pravnik	pravnik	0	NOUN	pravnik	True	True	True
jury	NOUN	porota	porota	0	NOUN	porota	True	True	True
justice	NOUN	pravda	pravda	0	NOUN	pravda	True	True	True
justifiable	ADJ	opravdano	opravdano	0	ADJ	opravdan	True	False	False
