word_en	pos_en	word_sr	pos_sr	word_sr_1	pos_sr_1	word_sr_2	pos_sr_2	word_sr_3	pos_sr_3	word_sr_full	reflexive	lemma_sr	gpt_PoS_valid	gpt_lemma_valid	gpt_valid
gun	VERB	pucati	VERB	pucati	VERB	pucati	VERB	pucati	VERB	pucati	0	pucati	True	True	True
gunpowder	NOUN	barut	NOUN	barut	NOUN	barut	NOUN	barut	NOUN	barut	0	barut	True	True	True
guru	NOUN	guru	NOUN	guru	NOUN	guru	NOUN	guru	NOUN	guru	0	guru	True	True	True
gush	NOUN	izliv	NOUN	izliv	NOUN	navala	NOUN	preliv	NOUN	izliv	0	izliv	True	True	True
gush	VERB	izliti	VERB	izliti se	VERB	prelivati se	VERB	preliti se	VERB	izliti	0	izliti	True	True	True
gusset	NOUN	pojas	NOUN	pojas	NOUN	lajsna	NOUN	ubod	NOUN	pojas	0	pojas	True	True	True
gut	NOUN	crevo	NOUN	crevo	NOUN	crevo	NOUN	crevo	NOUN	crevo	0	crevo	True	True	True
gut	VERB	izvaditi iznutrice	MWE	izvaditi iznutrice	VERB	iznutra	ADJ	iznutra isprazniti	VERB	izvaditi iznutrice	0		True	False	False
gutter	NOUN	oluk	NOUN	oluk	NOUN	oluk	NOUN	oluk	NOUN	oluk	0	oluk	True	True	True
gutter	VERB	postaviti oluk	MWE	postaviti oluk	VERB	kanal	NOUN	čistiti oluke	VERB	postaviti oluk	0		True	False	False
habitual	ADJ	uobičajen	ADJ	uobičajen	ADJ	uobičajen	ADJ	uobičajen	ADJ	uobičajen	0	uobičajen	True	True	True
hag	NOUN	veštica	NOUN	veštica	NOUN	vještica	NOUN	veštica	NOUN	veštica	0	veštica	True	True	True
haggard	ADJ	iznuren	ADJ	iznuren	ADJ	iznuren	ADJ	izmučen	ADJ	iznuren	0	iznuren	True	True	True
haggard	NOUN	iznurenost	NOUN	haggard	ADJ	iznurenost	NOUN	izmučenica	NOUN	iznurenost	0	iznurenost	True	True	True
hail	NOUN	grad	NOUN	grad	NOUN	grad	NOUN	grad	NOUN	grad	0	grad	True	True	True
hail	VERB	pozdraviti	VERB	pozdraviti	VERB	pozdraviti	VERB	pozdravljati	VERB	pozdraviti	0	pozdraviti	True	True	True
hairy	ADJ	dlakav	ADJ	dlakav	ADJ	dlakav	ADJ	dlakav	ADJ	dlakav	0	dlakav	True	True	True
hallucination	NOUN	halucinacija	NOUN	halucinacija	NOUN	halucinacija	NOUN	halucinacija	NOUN	halucinacija	0	halucinacija	True	True	True
halter	NOUN	uzengija	NOUN	uzengija	NOUN	uzengija	NOUN	uža za konje	NOUN	uzengija	0	uzengija	True	True	True
halter	VERB	obuzdati	VERB	obuzdati	VERB	obustaviti	VERB	vezati konopcem	VERB	obuzdati	0	obuzdati	True	True	True
halting	ADJ	oklevajući	ADJ	oklevajući	ADJ	oklijevajući	ADJ	kolebljiv	ADJ	oklevajući	0	oklevajući	True	True	True
halting	VERB	prekinuti	VERB	prekinuti	VERB	oklijevati	VERB	kolebati se	VERB	prekinuti	0	prekinuti	True	True	True
hamstring	NOUN	potkolenica	NOUN	potkolenica	NOUN	ahilova tetiva	NOUN	tetiva	NOUN	potkolenica	0	potkolenica	True	True	True
hamstring	VERB	povrediti potkolenicu	MWE	povrediti potkolenicu	VERB	osakatiti	VERB	povrediti tetivu	VERB	povrediti potkolenicu	0		True	False	False
handbook	NOUN	priručnik	NOUN	priručnik	NOUN	priručnik	NOUN	priručnik	NOUN	priručnik	0	priručnik	True	True	True
handicap	NOUN	hendikep	NOUN	hendikep	NOUN	hendikep	NOUN	hendikep	NOUN	hendikep	0	hendikep	True	True	True
handicap	VERB	hendikepirati	VERB	hendikepirati	VERB	hendikepirati	VERB	hendikepirati	VERB	hendikepirati	0	hendikepirati	True	True	True
hanging	NOUN	vešanje	NOUN	vešanje	NOUN	vešanje	NOUN	vešanje	NOUN	vešanje	0	vešanje	True	True	True
hanging	VERB	viseti	VERB	viseti	VERB	objesiti	VERB	objesiti	VERB	viseti	0	viseti	True	True	True
hangman	NOUN	krvnik	NOUN	krvnik	NOUN	vešalac	NOUN	dželat	NOUN	krvnik	0	krvnik	True	True	True
hankering	NOUN	želja	NOUN	želja	NOUN	želja	NOUN	žudnja	NOUN	želja	0	želja	True	True	True
hankering	VERB	žudeti	VERB	žudeti	VERB	žudeti	VERB	čeznuti	VERB	žudeti	0	žudeti	True	True	True
hap	NOUN	sreća	NOUN	sreća	NOUN	sreća	NOUN	sreća	NOUN	sreća	0	sreća	True	True	True
hap	VERB			splet nesrećnih okolnosti	NOUN	nesreća	NOUN	nesreća	NOUN		0		False	False	False
happen	VERB	dogoditi	VERB	dogoditi se	VERB	desiti se	VERB	desiti se	VERB	dogoditi	0	dogoditi	True	True	True
happily	ADV	srećno	ADV	srećno	ADV	srećno	ADV	srećno	ADJ	srećno	0	srećno	True	True	True
happiness	NOUN	sreća	NOUN	sreća	NOUN	sreća	NOUN	sreća	NOUN	sreća	0	sreća	True	True	True
happy	ADJ	srećan	ADJ	srećan	ADJ	srećan	ADJ	srećan	ADJ	srećan	0	srećan	True	True	True
harass	VERB	uznemiravati	VERB	uznemiravati	VERB	uznemiravati	VERB	uznemiravati	VERB	uznemiravati	0	uznemiravati	True	True	True
harbinger	NOUN	najava	NOUN	najava	NOUN	glasnik	NOUN	predznak	NOUN	najava	0	najava	True	True	True
harbinger	VERB	nagovestiti	VERB	nagovestiti	VERB	donositi	VERB	najaviti	VERB	nagovestiti	0	nagovestiti	True	True	True
harbor	NOUN	luka	NOUN	luka	NOUN	luka	NOUN	luka	NOUN	luka	0	luka	True	True	True
harbor	VERB	pružiti utočište	MWE	pružiti utočište	VERB	prihvatiti	VERB	sklonište	NOUN	pružiti utočište	0		True	False	False
hardened	ADJ	otvrdnut	ADJ	otvrdnut	ADJ	otvrdnut	ADJ	otvrdnut	ADJ	otvrdnut	0		True	False	False
hardened	VERB	očvrsnuti	VERB	očvrsnuti	VERB	očvrsnuti	VERB	očvrsnuti	VERB	očvrsnuti	0	očvrsnuti	True	True	True
hardship	NOUN	teškoće	NOUN	teškoće	NOUN	teškoća	NOUN	teškoća	NOUN	teškoće	0	teškoća	True	False	False
hardy	ADJ	izdržljiv	ADJ	izdržljiv	ADJ	izdržljiv	ADJ	izdržljiv	ADJ	izdržljiv	0	izdržljiv	True	True	True
hardy	NOUN			izdržljiv	ADJ	otporan	ADJ	izdržljiv	ADJ		0		False	False	False
harlot	NOUN	bludnica	NOUN	bludnica	NOUN	bludnica	NOUN	kurva	NOUN	bludnica	0	bludnica	True	True	True
harm	NOUN	šteta	NOUN	šteta	NOUN	šteta	NOUN	šteta	NOUN	šteta	0	šteta	True	True	True
harm	VERB	naškoditi	VERB	naškoditi	VERB	povrediti	VERB	povrijediti	VERB	naškoditi	0	naškoditi	True	True	True
harmful	ADJ	štetan	ADJ	štetan	ADJ	štetan	ADJ	štetan	ADJ	štetan	0	štetan	True	True	True
harmoniously	ADV	harmonično	ADV	harmonično	ADV	harmonično	ADV	harmonično	ADJ	harmonično	0	harmonično	True	True	True
harmony	NOUN	harmonija	NOUN	harmonija	NOUN	harmonija	NOUN	harmonija	NOUN	harmonija	0	harmonija	True	True	True
harrow	VERB	orezivati	VERB	orezivati	VERB	sablazniti	VERB	plugom obraditi	VERB	orezivati	0	orezivati	True	True	True
harrowing	ADJ	strašan	ADJ	strašan	ADJ	strašan	ADJ	uznemirujuć	ADJ	strašan	0	strašan	True	True	True
harry	VERB	opsedati	VERB	opsedati	VERB	opljačkati	VERB	terorizovati	VERB	opsedati	0	opsedati	True	True	True
harshness	NOUN	surovost	NOUN	surovost	NOUN	okrutnost	NOUN	surovost	NOUN	surovost	0	surovost	True	True	True
harvest	NOUN	žetva	NOUN	žetva	NOUN	žetva	NOUN	žetva	NOUN	žetva	0	žetva	True	True	True
harvest	VERB	žeti	VERB	žeti	VERB	žeti	VERB	žeti	VERB	žeti	0	žeti	True	True	True
haste	NOUN	žurba	NOUN	žurba	NOUN	žurba	NOUN	žurba	NOUN	žurba	0	žurba	True	True	True
hate	NOUN	mržnja	NOUN	mržnja	NOUN	mržnja	NOUN	mržnja	NOUN	mržnja	0	mržnja	True	True	True
hate	VERB	mrzeti	VERB	mrzeti	VERB	mrzeti	VERB	mrzeti	VERB	mrzeti	0	mrzeti	True	True	True
hateful	ADJ	mrzak	ADJ	mrzak	ADJ	odvratan	ADJ	mrzak	ADJ	mrzak	0	mrzak	True	True	True
hatred	NOUN	mržnja	NOUN	mržnja	NOUN	mržnja	NOUN	mržnja	NOUN	mržnja	0	mržnja	True	True	True
haughty	ADJ	ohol	ADJ	ohol	ADJ	ohol	ADJ	ohol	ADJ	ohol	0	ohol	True	True	True
haunt	NOUN	ukazanje	NOUN	ukazanje	NOUN	ukleti	NOUN	ukleti	VERB	ukazanje	0	ukazanje	True	True	True
haunt	VERB	opsedati	VERB	opsedati	VERB	opsedati	VERB	opsedati	VERB	opsedati	0	opsedati	True	True	True
haunted	ADJ	opsjednut	ADJ	opsjednut	ADJ	uklet	ADJ	uklet	ADJ	opsjednut	0		True	False	False
haven	NOUN	utočište	NOUN	utočište	NOUN	utočište	NOUN	utočište	NOUN	utočište	0	utočište	True	True	True
havoc	NOUN	uništenje	NOUN	uništenje	NOUN	pustoš	NOUN	uništenje	NOUN	uništenje	0	uništenje	True	True	True
hawk	NOUN	jastreb	NOUN	jastreb	NOUN	jastreb	NOUN	sokol	NOUN	jastreb	0	jastreb	True	True	True
hawk	VERB	prodavati na ulici	MWE	prodavati na ulici	VERB	prodavati	VERB	prodavati na ulici	VERB	prodavati na ulici	0		True	False	False
hazard	NOUN	opasnost	NOUN	opasnost	NOUN	opasnost	NOUN	opasnost	NOUN	opasnost	0	opasnost	True	True	True
hazard	VERB	izlagati opasnosti	MWE	izlagati opasnosti	VERB	izložiti riziku	VERB	hazardirati	VERB	izlagati opasnosti	0		True	False	False
hazardous	ADJ	opasan	ADJ	opasan	ADJ	opasan	ADJ	opasan	ADJ	opasan	0	opasan	True	True	True
haze	NOUN	magla	NOUN	magla	NOUN	magla	NOUN	magla	NOUN	magla	0	magla	True	True	True
haze	VERB	zamagliti	VERB	zamagliti	VERB	zamagliti	VERB	zamagliti	VERB	zamagliti	0	zamagliti	True	True	True
headlight	NOUN	far	NOUN	far	NOUN	far	NOUN	far	NOUN	far	0	far	True	True	True
heal	VERB	izlečiti	VERB	izlečiti	VERB	izlečiti	VERB	izlečiti	VERB	izlečiti	0	izlečiti	True	True	True
healing	ADJ	isceljujući	ADJ	isceljujući	ADJ	isceliteljski	ADJ	isceljujući	ADJ	isceljujući	0		True	False	False
healing	NOUN	lečenje	NOUN	lečenje	NOUN	isceljenje	NOUN	lečenje	NOUN	lečenje	0	lečenje	True	True	True
healthful	ADJ	zdrav	ADJ	zdrav	ADJ	zdrav	ADJ	zdrav	ADJ	zdrav	0	zdrav	True	True	True
hear	VERB	čuti	VERB	čuti	VERB	čuti	VERB	čuti	VERB	čuti	0	čuti	True	True	True
hearing	ADJ			slušanje	NOUN	slušanje	NOUN	slušanje	NOUN		0		False	False	False
hearing	NOUN	slušanje	NOUN	slušanje	NOUN	sluh	NOUN	sluh	NOUN	slušanje	0	slušanje	True	True	True
hearse	NOUN	pogrebno vozilo	MWE	pogrebno vozilo	NOUN	pogrebno vozilo	NOUN	pogrebna kola	NOUN	pogrebno vozilo	0		True	False	False
heartache	NOUN	bol u srcu	MWE	bol u srcu	NOUN	bol u srcu	NOUN	tuga u srcu	NOUN	bol u srcu	0		True	False	False
heartfelt	ADJ	iskren	ADJ	iskren	ADJ	iskren	ADJ	iskren	ADJ	iskren	0	iskren	True	True	True
heartily	ADV	srdačno	ADV	srdačno	ADV	od srca	ADV	od srca	ADJ	srdačno	0	srdačno	True	True	True
heartless	ADJ	nemilosrdan	ADJ	nemilosrdan	ADJ	bezdušan	ADJ	bezosećajan	ADJ	nemilosrdan	0	nemilosrdan	True	True	True
heathen	ADJ	nevernica	ADJ	nevernica	ADJ	nevern	ADJ	nevernik	NOUN	nevernica	0		True	False	False
heathen	NOUN	nevernik	NOUN	nevernik	NOUN	neznabožac	NOUN	neznabožac	NOUN	nevernik	0	nevernik	True	True	True
heavenly	ADJ	nebeski	ADJ	nebeski	ADJ	nebeski	ADJ	nebeski	ADJ	nebeski	0	nebeski	True	True	True
heavens	NOUN	nebo	NOUN	nebo	NOUN	nebo	NOUN	nebesa	NOUN	nebo	0	nebo	True	True	True
hedonism	NOUN	hedonizam	NOUN	hedonizam	NOUN	hedonizam	NOUN	hedonizam	NOUN	hedonizam	0	hedonizam	True	True	True
heft	NOUN	težina	NOUN	težina	NOUN	težina	NOUN	težina	NOUN	težina	0	težina	True	True	True
heft	VERB	uzeti	VERB	uzeti	VERB	podići	VERB	podizati	VERB	uzeti	0	uzeti	True	True	True
heighten	VERB	povećati	VERB	povećati	VERB	pojačati	VERB	povećati	VERB	povećati	0	povećati	True	True	True
hell	NOUN	pakao	NOUN	pakao	NOUN	pakao	NOUN	pakao	NOUN	pakao	0	pakao	True	True	True
hellish	ADJ	paklen	ADJ	paklen	ADJ	paklen	ADJ	paklen	ADJ	paklen	0	paklen	True	True	True
helmet	NOUN	kaciga	NOUN	kaciga	NOUN	kaciga	NOUN	kaciga	NOUN	kaciga	0	kaciga	True	True	True
helper	NOUN	pomoćnik	NOUN	pomoćnik	NOUN	pomoćnik	NOUN	pomoćnik	NOUN	pomoćnik	0	pomoćnik	True	True	True
helpful	ADJ	koristan	ADJ	koristan	ADJ	koristan	ADJ	koristan	ADJ	koristan	0	koristan	True	True	True
helpless	ADJ	bespomoćan	ADJ	bespomoćan	ADJ	bespomoćan	ADJ	nemoćan	ADJ	bespomoćan	0	bespomoćan	True	True	True
helplessness	NOUN	bespomoćnost	NOUN	bespomoćnost	NOUN	bespomoćnost	NOUN	bespomoćnost	NOUN	bespomoćnost	0	bespomoćnost	True	True	True
hemorrhage	NOUN	krvarenje	NOUN	krvarenje	NOUN	krvarenje	NOUN	krvarenje	NOUN	krvarenje	0	krvarenje	True	True	True
hemorrhage	VERB	krvariti	VERB	krvariti	VERB	krvarenje	NOUN	krvariti	VERB	krvariti	0	krvariti	True	True	True
heretic	NOUN	heretik	NOUN	heretik	NOUN	heretik	NOUN	heretik	NOUN	heretik	0		True	False	False
heritage	NOUN	nasleđe	NOUN	nasleđe	NOUN	nasleđe	NOUN	nasleđe	NOUN	nasleđe	0	nasleđe	True	True	True
hermaphrodite	ADJ	hermafroditni	ADJ	hermafroditni	ADJ	hermafroditni	ADJ	hermafrodit	NOUN	hermafroditni	0		True	False	False
hermaphrodite	NOUN	hermafrodit	NOUN	hermafrodit	NOUN	hermafrodit	NOUN	hermafrodit	NOUN	hermafrodit	0	hermafrodit	True	True	True
hermit	NOUN	pustinjak	NOUN	pustinjak	NOUN	pustinjak	NOUN	pustinjak	NOUN	pustinjak	0	pustinjak	True	True	True
hero	NOUN	heroj	NOUN	heroj	NOUN	heroj	NOUN	junak	NOUN	heroj	0	heroj	True	True	True
heroic	ADJ	herojski	ADJ	herojski	ADJ	herojski	ADJ	herojski	ADJ	herojski	0	herojski	True	True	True
heroic	NOUN	herojsko delo	MWE	herojsko delo	NOUN	herojstvo	NOUN	herojstvo	NOUN	herojsko delo	0		True	False	False
heroine	NOUN	heroina	NOUN	heroina	NOUN	heroina	NOUN	junakinja	NOUN	heroina	0	heroina	True	True	True
heroism	NOUN	herojstvo	NOUN	herojstvo	NOUN	heroizam	NOUN	herojstvo	NOUN	herojstvo	0	herojstvo	True	True	True
herpes	NOUN	herpes	NOUN	herpes	NOUN	herpes	NOUN	herpes	NOUN	herpes	0	herpes	True	True	True
hesitation	NOUN	kolebanje	NOUN	kolebanje	NOUN	kolebanje	NOUN	oklevanje	NOUN	kolebanje	0	kolebanje	True	True	True
heyday	NOUN	procvat	NOUN	procvat	NOUN	zenit	NOUN	najbolje vreme	NOUN	procvat	0	procvat	True	True	True
hide	NOUN	koža	NOUN	koža	NOUN	skrivanje	NOUN	koža	NOUN	koža	0	koža	True	True	True
hide	VERB	sakriti	VERB	sakriti	VERB	sakriti	VERB	sakriti	VERB	sakriti	0	sakriti	True	True	True
hideous	ADJ	odvratan	ADJ	odvratan	ADJ	odvratan	ADJ	odvratan	ADJ	odvratan	0	odvratan	True	True	True
hiding	NOUN	skrivanje	NOUN	skrivanje	NOUN	skrivanje	NOUN	skrivanje	NOUN	skrivanje	0	skrivanje	True	True	True
highest	ADJ	najviši	ADJ	najviši	ADJ	najviši	ADJ	najviši	ADJ	najviši	0	visok	True	False	False
hilarious	ADJ	urnebesan	ADJ	urnebesan	ADJ	urnebesan	ADJ	urnebesan	ADJ	urnebesan	0	urnebesan	True	True	True
hilarity	NOUN	veselje	NOUN	veselje	NOUN	veselje	NOUN	veselje	NOUN	veselje	0	veselje	True	True	True
hindering	ADJ	ometajući	ADJ	ometajući	ADJ	ometajući	ADJ	ometajući	ADJ	ometajući	0	ometajući	True	True	True
hindering	VERB	ometati	VERB	ometati	VERB	ometati	VERB	ometati	VERB	ometati	0	ometati	True	True	True
hire	NOUN	najam	NOUN	najam	NOUN	zakup	NOUN	zapošljavanje	NOUN	najam	0	najam	True	True	True
hire	VERB	zaposliti	VERB	zaposliti	VERB	unajmiti	VERB	unajmiti	VERB	zaposliti	0	zaposliti	True	True	True
hiss	NOUN	šapat	NOUN	šapat	NOUN	šapat	NOUN	šapat	NOUN	šapat	0	šapat	True	True	True
hiss	VERB	šapat	VERB	šapat	VERB	šapat	VERB	šapat	NOUN	šapat	0		True	False	False
hit	NOUN	udarac	NOUN	udarac	NOUN	udarac	NOUN	udarac	NOUN	udarac	0	udarac	True	True	True
hit	VERB	udariti	VERB	udariti	VERB	udariti	VERB	udariti	VERB	udariti	0	udariti	True	True	True
hoary	ADJ	sed	ADJ	sed	ADJ	sed	ADJ	sed	ADJ	sed	0	sed	True	True	True
hoax	NOUN	prevara	NOUN	prevara	NOUN	prevara	NOUN	prevara	NOUN	prevara	0	prevara	True	True	True
hoax	VERB	prevariti	VERB	prevariti	VERB	prevariti	VERB	prevariti	VERB	prevariti	0	prevariti	True	True	True
hobby	NOUN	hobi	NOUN	hobi	NOUN	hobi	NOUN	hobi	NOUN	hobi	0	hobi	True	True	True
hobo	NOUN	skitnica	NOUN	skitnica	NOUN	beskućnik	NOUN	beskućnik	NOUN	skitnica	0	skitnica	True	True	True
hog	NOUN	svinja	NOUN	svinja	NOUN	svinja	NOUN	svinja	NOUN	svinja	0	svinja	True	True	True
hog	VERB	prigrabiti	VERB	prigrabiti	VERB	prisvojiti	VERB	prigrabiti	VERB	prigrabiti	0	prigrabiti	True	True	True
holiday	NOUN	praznik	NOUN	praznik	NOUN	praznik	NOUN	praznik	NOUN	praznik	0	praznik	True	True	True
holiday	VERB	odmarati	VERB	odmarati se	VERB	proslaviti	VERB	odmoriti se	VERB	odmarati	0	odmarati	True	True	True
holiness	NOUN	svetost	NOUN	svetost	NOUN	svetost	NOUN	svetost	NOUN	svetost	0	svetost	True	True	True
hollow	ADJ	šupalj	ADJ	šupalj	ADJ	šupalj	ADJ	šupalj	ADJ	šupalj	0	šupalj	True	True	True
hollow	NOUN	pećina	NOUN	pećina	NOUN	šupljina	NOUN	šupljina	NOUN	pećina	0	pećina	True	True	True
hollow	VERB	iskopati	VERB	iskopati	VERB	šuplje	ADJ	isprazniti	VERB	iskopati	0	iskopati	True	True	True
holocaust	NOUN	holokaust	NOUN	holokaust	NOUN	holokaust	NOUN	holokaust	NOUN	holokaust	0	holokaust	True	True	True
homeless	ADJ	beskućnički	ADJ	beskućnički	ADJ	beskućnički	ADJ	beskućnik	NOUN	beskućnički	0		True	False	False
homeless	NOUN	beskućnik	NOUN	beskućnik	NOUN	beskućnik	NOUN	beskućnik	NOUN	beskućnik	0	beskućnik	True	True	True
homesick	ADJ	tugaljiv	ADJ	tugaljiv	ADJ	nostalgičan	ADJ	nostalgija za domom	NOUN	tugaljiv	0	tugaljiv	True	True	True
homework	NOUN	domaći zadatak	MWE	domaći zadatak	NOUN	domaći zadatak	NOUN	domaći zadatak	NOUN	domaći zadatak	0		True	False	False
homicidal	ADJ	ubilački	ADJ	ubilački	ADJ	ubilački	ADJ	ubilački	ADJ	ubilački	0	ubilački	True	True	True
homicide	NOUN	ubistvo	NOUN	ubistvo	NOUN	ubistvo	NOUN	ubistvo	NOUN	ubistvo	0	ubistvo	True	True	True
honest	ADJ	iskren	ADJ	iskren	ADJ	iskren	ADJ	iskren	ADJ	iskren	0	iskren	True	True	True
honesty	NOUN	iskrenost	NOUN	iskrenost	NOUN	iskrenost	NOUN	iskrenost	NOUN	iskrenost	0	iskrenost	True	True	True
honeymoon	NOUN	medeni mesec	MWE	medeni mesec	NOUN	medeni mesec	NOUN	medeni mesec	NOUN	medeni mesec	0		True	False	False
honeymoon	VERB	putovati na medeni mesec	MWE	putovati na medeni mesec	VERB	ići na medeni mesec	VERB	provesti medeni mesec	VERB	putovati na medeni mesec	0		True	False	False
honor	NOUN	čast	NOUN	čast	NOUN	čast	NOUN	čast	NOUN	čast	0	čast	True	True	True
honor	VERB	poštovati	VERB	poštovati	VERB	počastiti	VERB	poštovati	VERB	poštovati	0	poštovati	True	True	True
honorable	ADJ	častan	ADJ	častan	ADJ	častan	ADJ	časno	ADJ	častan	0	častan	True	True	True
hood	NOUN	kapuljača	NOUN	kapuljača	NOUN	kapuljača	NOUN	kapuljača	NOUN	kapuljača	0	kapuljača	True	True	True
hood	VERB	prekriti kapuljačom	MWE	prekriti kapuljačom	VERB	kapuljača	NOUN	skrivati	VERB	prekriti kapuljačom	0		True	False	False
hoot	NOUN	podrugljiv smeh	MWE	podrugljiv smeh	NOUN	klokotanje	NOUN	podrugljiv smeh	NOUN	podrugljiv smeh	0		True	False	False
hoot	VERB	ismevati	VERB	ismevati	VERB	klokotati	VERB	podrugljivo se smejati	VERB	ismevati	0	ismevati	True	True	True
hope	NOUN	nada	NOUN	nada	NOUN	nada	NOUN	nada	NOUN	nada	0	nada	True	True	True
hope	VERB	nadati	VERB	nadati se	VERB	nadati se	VERB	nadati se	VERB	nadati	0	nadati	True	True	True
hopeful	ADJ	optimističan	ADJ	optimističan	ADJ	optimističan	ADJ	nadajući se	VERB	optimističan	0	optimističan	True	True	True
hopeful	NOUN	optimista	NOUN	optimista	NOUN	optimista	NOUN	optimista	NOUN	optimista	0	optimista	True	True	True
hopeless	ADJ	beznadežan	ADJ	beznadežan	ADJ	beznadežan	ADJ	beznadežan	ADJ	beznadežan	0	beznadežan	True	True	True
hopelessness	NOUN	beznadežnost	NOUN	beznadežnost	NOUN	beznadežnost	NOUN	beznadežnost	NOUN	beznadežnost	0	beznadežnost	True	True	True
horde	NOUN	horde	NOUN	horde	NOUN	horda	NOUN	horda	NOUN	horde	0	horda	True	False	False
horizon	NOUN	horizont	NOUN	horizont	NOUN	horizont	NOUN	horizont	NOUN	horizont	0	horizont	True	True	True
horoscope	NOUN	horoskop	NOUN	horoskop	NOUN	horoskop	NOUN	horoskop	NOUN	horoskop	0	horoskop	True	True	True
horrible	ADJ	užasan	ADJ	užasan	ADJ	grozan	ADJ	strašan	ADJ	užasan	0	užasan	True	True	True
horrid	ADJ	grozan	ADJ	grozan	ADJ	stravičan	ADJ	odvratan	ADJ	grozan	0	grozan	True	True	True
horrific	ADJ	užasan	ADJ	užasan	ADJ	strašan	ADJ	užasan	ADJ	užasan	0	užasan	True	True	True
horrified	ADJ	užasnut	ADJ	užasnut	ADJ	prestravljen	ADJ	prestravljen	ADJ	užasnut	0	užasnut	True	True	True
horrify	VERB	prestrašiti	VERB	prestrašiti	VERB	užasnuti	VERB	užasavati	VERB	prestrašiti	0	prestrašiti	True	True	True
horrifying	ADJ	jeziv	ADJ	jeziv	ADJ	užasan	ADJ	užasavajući	ADJ	jeziv	0	jeziv	True	True	True
horror	NOUN	strava	NOUN	strava	NOUN	strah	NOUN	horor	NOUN	strava	0	strava	True	True	True
horse	NOUN	konj	NOUN	konj	NOUN	konj	NOUN	konj	NOUN	konj	0	konj	True	True	True
horse	VERB	jahati	VERB	jahati	VERB	konj	NOUN	jahati	VERB	jahati	0	jahati	True	True	True
hospice	NOUN	hospicijum	NOUN	hospicijum	NOUN	hospicij	NOUN	hospicij	NOUN	hospicijum	0		True	False	False
hospital	NOUN	bolnica	NOUN	bolnica	NOUN	bolnica	NOUN	bolnica	NOUN	bolnica	0	bolnica	True	True	True
hostage	NOUN	taoac	NOUN	taoac	NOUN	talac	NOUN	talac	NOUN	taoac	0		True	False	False
hostile	ADJ	neprijateljski	ADJ	neprijateljski	ADJ	neprijateljski	ADJ	neprijateljski	ADJ	neprijateljski	0	neprijateljski	True	True	True
hostile	NOUN	neprijatelj	NOUN	neprijatelj	NOUN	neprijatelj	NOUN	neprijatelj	NOUN	neprijatelj	0	neprijatelj	True	True	True
hostilities	NOUN	neprijateljstva	NOUN	neprijateljstva	NOUN	neprijateljstva	NOUN	neprijateljstva	NOUN	neprijateljstva	0	neprijateljstvo	True	False	False
hostility	NOUN	neprijateljstvo	NOUN	neprijateljstvo	NOUN	neprijateljstvo	NOUN	neprijateljstvo	NOUN	neprijateljstvo	0	neprijateljstvo	True	True	True
hot	ADJ	vruć	ADJ	vruć	ADJ	vruće	ADJ	vruć	ADJ	vruć	0	vruć	True	True	True
howl	NOUN	zavijanje	NOUN	zavijanje	NOUN	zavijanje	NOUN	zavijanje	NOUN	zavijanje	0	zavijanje	True	True	True
howl	VERB	zavijati	VERB	zavijati	VERB	zavijati	VERB	zavijati	VERB	zavijati	0	zavijati	True	True	True
huff	NOUN	nadutost	NOUN	nadutost	NOUN	uvreda	NOUN	uzdah	NOUN	nadutost	0	nadutost	True	True	True
huff	VERB	uvrediti	VERB	uvrediti se	VERB	naljutiti se	VERB	uznemiravati	VERB	uvrediti	0	uvrediti	True	True	True
hug	NOUN	zagrljaj	NOUN	zagrljaj	NOUN	zagrljaj	NOUN	zagrljaj	NOUN	zagrljaj	0	zagrljaj	True	True	True
hug	VERB	zagrliti	VERB	zagrliti	VERB	grliti	VERB	zagrliti	VERB	zagrliti	0	zagrliti	True	True	True
hulk	NOUN	olupina	NOUN	olupina	NOUN	razvalina	NOUN	ruševina	NOUN	olupina	0	olupina	True	True	True
hulk	VERB	razbiti	VERB	razbiti se	VERB	razvalina	NOUN	rušiti	VERB	razbiti	0	razbiti	True	True	True
humanitarian	ADJ	humanitaran	ADJ	humanitaran	ADJ	humanitarni	ADJ	humanitarni	ADJ	humanitaran	0	humanitaran	True	True	True
humanitarian	NOUN	humanitarac	NOUN	humanitarac	NOUN	humanitarac	NOUN	humanitarac	NOUN	humanitarac	0	humanitarac	True	True	True
humanity	NOUN	ljudskost	NOUN	ljudskost	NOUN	humanost	NOUN	čovečanstvo	NOUN	ljudskost	0	ljudskost	True	True	True
humble	ADJ	skroman	ADJ	skroman	ADJ	skroman	ADJ	skroman	ADJ	skroman	0	skroman	True	True	True
humble	VERB	poniziti	VERB	poniziti	VERB	poniziti	VERB	poniziti	VERB	poniziti	0	poniziti	True	True	True
humbled	ADJ	ponižen	ADJ	ponižen	ADJ	ponizan	ADJ	ponizan	ADJ	ponižen	0	ponižen	True	True	True
humbug	NOUN	prevara	NOUN	prevara	NOUN	prevara	NOUN	obmana	NOUN	prevara	0	prevara	True	True	True
humbug	VERB	obmanjivati	VERB	obmanjivati	VERB	prevariti	VERB	obmanjivati	VERB	obmanjivati	0	obmanjivati	True	True	True
humiliate	VERB	poniziti	VERB	poniziti	VERB	poniziti	VERB	poniziti	VERB	poniziti	0	poniziti	True	True	True
